"from","to","weight"
"Frontal_Mid_R_t_1","Cerebelum_4_5_R_t_1",29
"Frontal_Sup_L_t_1","Cerebelum_4_5_R_t_1",25
"Frontal_Sup_Medial_L_t_1","Cerebelum_4_5_R_t_1",25
"Frontal_Sup_Medial_R_t_1","Cerebelum_4_5_R_t_1",33
"Frontal_Sup_Orb_L_t_1","Cerebelum_4_5_R_t_1",30
"Frontal_Sup_Orb_R_t_1","Cerebelum_4_5_R_t_1",29
"Frontal_Sup_R_t_1","Cerebelum_4_5_R_t_1",12
"Fusiform_L_t_1","Cerebelum_4_5_R_t_1",23
"Fusiform_R_t_1","Cerebelum_4_5_R_t_1",18
"Heschl_L_t_1","Cerebelum_4_5_R_t_1",27
"Heschl_R_t_1","Cerebelum_4_5_R_t_1",24
"Hippocampus_L_t_1","Cerebelum_4_5_R_t_1",27
"Hippocampus_R_t_1","Cerebelum_4_5_R_t_1",21
"Insula_L_t_1","Cerebelum_4_5_R_t_1",54
"Insula_R_t_1","Cerebelum_4_5_R_t_1",48
"Lingual_L_t_1","Cerebelum_4_5_R_t_1",54
"Lingual_R_t_1","Cerebelum_4_5_R_t_1",63
"Occipital_Inf_L_t_1","Cerebelum_4_5_R_t_1",35
"Occipital_Inf_R_t_1","Cerebelum_4_5_R_t_1",33
"Occipital_Mid_L_t_1","Cerebelum_4_5_R_t_1",31
"Occipital_Mid_R_t_1","Cerebelum_4_5_R_t_1",36
"Occipital_Sup_L_t_1","Cerebelum_4_5_R_t_1",44
"Occipital_Sup_R_t_1","Cerebelum_4_5_R_t_1",36
"Olfactory_L_t_1","Cerebelum_4_5_R_t_1",39
"Olfactory_R_t_1","Cerebelum_4_5_R_t_1",33
"Pallidum_L_t_1","Cerebelum_4_5_R_t_1",25
"Pallidum_R_t_1","Cerebelum_4_5_R_t_1",19
"Paracentral_Lobule_L_t_1","Cerebelum_4_5_R_t_1",22
"Paracentral_Lobule_R_t_1","Cerebelum_4_5_R_t_1",43
"ParaHippocampal_L_t_1","Cerebelum_4_5_R_t_1",36
"ParaHippocampal_R_t_1","Cerebelum_4_5_R_t_1",21
"Parietal_Inf_L_t_1","Cerebelum_4_5_R_t_1",53
"Parietal_Inf_R_t_1","Cerebelum_4_5_R_t_1",24
"Parietal_Sup_L_t_1","Cerebelum_4_5_R_t_1",53
"Parietal_Sup_R_t_1","Cerebelum_4_5_R_t_1",34
"Postcentral_L_t_1","Cerebelum_4_5_R_t_1",56
"Postcentral_R_t_1","Cerebelum_4_5_R_t_1",35
"Precentral_L_t_1","Cerebelum_4_5_R_t_1",34
"Precentral_R_t_1","Cerebelum_4_5_R_t_1",23
"Precuneus_L_t_1","Cerebelum_4_5_R_t_1",57
"Precuneus_R_t_1","Cerebelum_4_5_R_t_1",48
"Putamen_L_t_1","Cerebelum_4_5_R_t_1",28
"Putamen_R_t_1","Cerebelum_4_5_R_t_1",13
"Rectus_L_t_1","Cerebelum_4_5_R_t_1",30
"Rectus_R_t_1","Cerebelum_4_5_R_t_1",29
"Rolandic_Oper_L_t_1","Cerebelum_4_5_R_t_1",49
"Rolandic_Oper_R_t_1","Cerebelum_4_5_R_t_1",37
"Scan_no_t_1","Cerebelum_4_5_R_t_1",33
"Supp_Motor_Area_L_t_1","Cerebelum_4_5_R_t_1",31
"Supp_Motor_Area_R_t_1","Cerebelum_4_5_R_t_1",27
"SupraMarginal_L_t_1","Cerebelum_4_5_R_t_1",40
"SupraMarginal_R_t_1","Cerebelum_4_5_R_t_1",33
"Temporal_Inf_L_t_1","Cerebelum_4_5_R_t_1",23
"Temporal_Inf_R_t_1","Cerebelum_4_5_R_t_1",15
"Temporal_Mid_L_t_1","Cerebelum_4_5_R_t_1",31
"Temporal_Mid_R_t_1","Cerebelum_4_5_R_t_1",24
"Temporal_Pole_Mid_L_t_1","Cerebelum_4_5_R_t_1",22
"Temporal_Pole_Mid_R_t_1","Cerebelum_4_5_R_t_1",20
"Temporal_Pole_Sup_L_t_1","Cerebelum_4_5_R_t_1",37
"Temporal_Pole_Sup_R_t_1","Cerebelum_4_5_R_t_1",11
"Temporal_Sup_L_t_1","Cerebelum_4_5_R_t_1",52
"Temporal_Sup_R_t_1","Cerebelum_4_5_R_t_1",33
"Thalamus_L_t_1","Cerebelum_4_5_R_t_1",49
"Thalamus_R_t_1","Cerebelum_4_5_R_t_1",17
"Vermis_1_2_t_1","Cerebelum_4_5_R_t_1",13
"Vermis_10_t_1","Cerebelum_4_5_R_t_1",8
"Vermis_3_t_1","Cerebelum_4_5_R_t_1",50
"Vermis_4_5_t_1","Cerebelum_4_5_R_t_1",37
"Vermis_6_t_1","Cerebelum_4_5_R_t_1",31
"Vermis_7_t_1","Cerebelum_4_5_R_t_1",16
"Vermis_8_t_1","Cerebelum_4_5_R_t_1",29
"Vermis_9_t_1","Cerebelum_4_5_R_t_1",31
"Amygdala_L_t_0","Cerebelum_6_L_t_0",33
"Amygdala_R_t_0","Cerebelum_6_L_t_0",17
"Amygdala_R_t_1","Cerebelum_6_L_t_0",3
"Angular_L_t_0","Cerebelum_6_L_t_0",48
"Angular_R_t_0","Cerebelum_6_L_t_0",31
"Calcarine_L_t_0","Cerebelum_6_L_t_0",66
"Calcarine_R_t_0","Cerebelum_6_L_t_0",63
"Caudate_L_t_0","Cerebelum_6_L_t_0",55
"Caudate_R_t_0","Cerebelum_6_L_t_0",31
"Cerebelum_10_L_t_0","Cerebelum_6_L_t_0",27
"Cerebelum_10_R_t_0","Cerebelum_6_L_t_0",36
"Cerebelum_3_L_t_0","Cerebelum_6_L_t_0",58
"Cerebelum_3_L_t_1","Cerebelum_6_L_t_0",1
"Cerebelum_3_R_t_0","Cerebelum_6_L_t_0",25
"Cerebelum_4_5_L_t_0","Cerebelum_6_L_t_0",77
"Cerebelum_4_5_R_t_0","Cerebelum_6_L_t_0",40
"Cerebelum_6_L_t_1","Cerebelum_6_L_t_0",99
"Cerebelum_6_R_t_0","Cerebelum_6_L_t_0",47
"Cerebelum_7b_L_t_0","Cerebelum_6_L_t_0",16
"Cerebelum_7b_R_t_0","Cerebelum_6_L_t_0",25
"Cerebelum_7b_R_t_1","Cerebelum_6_L_t_0",1
"Cerebelum_8_L_t_0","Cerebelum_6_L_t_0",6
"Cerebelum_8_R_t_0","Cerebelum_6_L_t_0",28
"Cerebelum_9_L_t_0","Cerebelum_6_L_t_0",25
"Cerebelum_9_R_t_0","Cerebelum_6_L_t_0",24
"Cerebelum_Crus1_L_t_0","Cerebelum_6_L_t_0",6
"Cerebelum_Crus1_L_t_1","Cerebelum_6_L_t_0",1
"Cerebelum_Crus1_R_t_0","Cerebelum_6_L_t_0",27
"Cerebelum_Crus2_L_t_0","Cerebelum_6_L_t_0",14
"Cerebelum_Crus2_R_t_0","Cerebelum_6_L_t_0",23
"Cingulum_Ant_L_t_0","Cerebelum_6_L_t_0",54
"Cingulum_Ant_R_t_0","Cerebelum_6_L_t_0",55
"Cingulum_Mid_L_t_0","Cerebelum_6_L_t_0",60
"Cingulum_Mid_R_t_0","Cerebelum_6_L_t_0",52
"Cingulum_Post_L_t_0","Cerebelum_6_L_t_0",30
"Cingulum_Post_R_t_0","Cerebelum_6_L_t_0",29
"Cuneus_L_t_0","Cerebelum_6_L_t_0",42
"Cuneus_R_t_0","Cerebelum_6_L_t_0",53
"Cuneus_R_t_1","Cerebelum_6_L_t_0",1
"DVARS_t_0","Cerebelum_6_L_t_0",21
"DVARS_t_1","Cerebelum_6_L_t_0",24
"Frontal_Inf_Oper_L_t_0","Cerebelum_6_L_t_0",43
"Frontal_Inf_Oper_R_t_0","Cerebelum_6_L_t_0",35
"Frontal_Inf_Orb_L_t_0","Cerebelum_6_L_t_0",47
"Frontal_Inf_Orb_R_t_0","Cerebelum_6_L_t_0",21
"Frontal_Inf_Tri_L_t_0","Cerebelum_6_L_t_0",37
"Frontal_Inf_Tri_R_t_0","Cerebelum_6_L_t_0",43
"Frontal_Med_Orb_L_t_0","Cerebelum_6_L_t_0",44
"Frontal_Med_Orb_R_t_0","Cerebelum_6_L_t_0",31
"Frontal_Mid_L_t_0","Cerebelum_6_L_t_0",33
"Frontal_Mid_Orb_L_t_0","Cerebelum_6_L_t_0",48
"Frontal_Mid_Orb_R_t_0","Cerebelum_6_L_t_0",34
"Frontal_Mid_R_t_0","Cerebelum_6_L_t_0",33
"Frontal_Sup_L_t_0","Cerebelum_6_L_t_0",38
"Frontal_Sup_Medial_L_t_0","Cerebelum_6_L_t_0",38
"Frontal_Sup_Medial_R_t_0","Cerebelum_6_L_t_0",42
"Frontal_Sup_Orb_L_t_0","Cerebelum_6_L_t_0",33
"Frontal_Sup_Orb_R_t_0","Cerebelum_6_L_t_0",31
"Frontal_Sup_R_t_0","Cerebelum_6_L_t_0",23
"Fusiform_L_t_0","Cerebelum_6_L_t_0",23
"Fusiform_L_t_1","Cerebelum_6_L_t_0",1
"Fusiform_R_t_0","Cerebelum_6_L_t_0",20
"Heschl_L_t_0","Cerebelum_6_L_t_0",45
"Heschl_R_t_0","Cerebelum_6_L_t_0",23
"Hippocampus_L_t_0","Cerebelum_6_L_t_0",30
"Hippocampus_L_t_1","Cerebelum_6_L_t_0",1
"Hippocampus_R_t_0","Cerebelum_6_L_t_0",30
"Insula_L_t_0","Cerebelum_6_L_t_0",61
"Insula_R_t_0","Cerebelum_6_L_t_0",41
"Lingual_L_t_0","Cerebelum_6_L_t_0",70
"Lingual_L_t_1","Cerebelum_6_L_t_0",1
"Lingual_R_t_0","Cerebelum_6_L_t_0",53
"Occipital_Inf_L_t_0","Cerebelum_6_L_t_0",39
"Occipital_Inf_L_t_1","Cerebelum_6_L_t_0",1
"Occipital_Inf_R_t_0","Cerebelum_6_L_t_0",27
"Occipital_Mid_L_t_0","Cerebelum_6_L_t_0",33
"Occipital_Mid_R_t_0","Cerebelum_6_L_t_0",38
"Occipital_Sup_L_t_0","Cerebelum_6_L_t_0",48
"Occipital_Sup_R_t_0","Cerebelum_6_L_t_0",48
"Olfactory_L_t_0","Cerebelum_6_L_t_0",44
"Olfactory_R_t_0","Cerebelum_6_L_t_0",40
"Pallidum_L_t_0","Cerebelum_6_L_t_0",28
"Pallidum_R_t_0","Cerebelum_6_L_t_0",21
"Paracentral_Lobule_L_t_0","Cerebelum_6_L_t_0",27
"Paracentral_Lobule_R_t_0","Cerebelum_6_L_t_0",44
"ParaHippocampal_L_t_0","Cerebelum_6_L_t_0",38
"ParaHippocampal_R_t_0","Cerebelum_6_L_t_0",36
"Parietal_Inf_L_t_0","Cerebelum_6_L_t_0",58
"Parietal_Inf_R_t_0","Cerebelum_6_L_t_0",39
"Parietal_Sup_L_t_0","Cerebelum_6_L_t_0",53
"Parietal_Sup_R_t_0","Cerebelum_6_L_t_0",34
"Postcentral_L_t_0","Cerebelum_6_L_t_0",51
"Postcentral_R_t_0","Cerebelum_6_L_t_0",43
"Precentral_L_t_0","Cerebelum_6_L_t_0",42
"Precentral_R_t_0","Cerebelum_6_L_t_0",26
"Precuneus_L_t_0","Cerebelum_6_L_t_0",60
"Precuneus_R_t_0","Cerebelum_6_L_t_0",57
"Putamen_L_t_0","Cerebelum_6_L_t_0",38
"Putamen_R_t_0","Cerebelum_6_L_t_0",21
"Rectus_L_t_0","Cerebelum_6_L_t_0",33
"Rectus_R_t_0","Cerebelum_6_L_t_0",30
"Rolandic_Oper_L_t_0","Cerebelum_6_L_t_0",50
"Rolandic_Oper_R_t_0","Cerebelum_6_L_t_0",32
"Scan_no_t_0","Cerebelum_6_L_t_0",14
"Supp_Motor_Area_L_t_0","Cerebelum_6_L_t_0",36
"Supp_Motor_Area_R_t_0","Cerebelum_6_L_t_0",22
"SupraMarginal_L_t_0","Cerebelum_6_L_t_0",47
"SupraMarginal_R_t_0","Cerebelum_6_L_t_0",38
"Temporal_Inf_L_t_0","Cerebelum_6_L_t_0",29
"Temporal_Inf_R_t_0","Cerebelum_6_L_t_0",16
"Temporal_Mid_L_t_0","Cerebelum_6_L_t_0",35
"Temporal_Mid_R_t_0","Cerebelum_6_L_t_0",27
"Temporal_Pole_Mid_L_t_0","Cerebelum_6_L_t_0",29
"Temporal_Pole_Mid_R_t_0","Cerebelum_6_L_t_0",23
"Temporal_Pole_Sup_L_t_0","Cerebelum_6_L_t_0",36
"Temporal_Pole_Sup_R_t_0","Cerebelum_6_L_t_0",24
"Temporal_Sup_L_t_0","Cerebelum_6_L_t_0",44
"Temporal_Sup_R_t_0","Cerebelum_6_L_t_0",40
"Thalamus_L_t_0","Cerebelum_6_L_t_0",44
"Thalamus_R_t_0","Cerebelum_6_L_t_0",25
"Vermis_1_2_t_0","Cerebelum_6_L_t_0",26
"Vermis_1_2_t_1","Cerebelum_6_L_t_0",2
"Vermis_10_t_0","Cerebelum_6_L_t_0",15
"Vermis_10_t_1","Cerebelum_6_L_t_0",3
"Vermis_3_t_0","Cerebelum_6_L_t_0",43
"Vermis_3_t_1","Cerebelum_6_L_t_0",2
"Vermis_4_5_t_0","Cerebelum_6_L_t_0",34
"Vermis_4_5_t_1","Cerebelum_6_L_t_0",1
"Vermis_6_t_0","Cerebelum_6_L_t_0",25
"Vermis_6_t_1","Cerebelum_6_L_t_0",2
"Vermis_7_t_0","Cerebelum_6_L_t_0",15
"Vermis_8_t_0","Cerebelum_6_L_t_0",31
"Vermis_8_t_1","Cerebelum_6_L_t_0",3
"Vermis_9_t_0","Cerebelum_6_L_t_0",38
"Vermis_9_t_1","Cerebelum_6_L_t_0",3
"Amygdala_L_t_1","Cerebelum_6_L_t_1",33
"Amygdala_R_t_1","Cerebelum_6_L_t_1",17
"Angular_L_t_1","Cerebelum_6_L_t_1",48
"Angular_R_t_1","Cerebelum_6_L_t_1",31
"Calcarine_L_t_1","Cerebelum_6_L_t_1",66
"Calcarine_R_t_1","Cerebelum_6_L_t_1",63
"Caudate_L_t_1","Cerebelum_6_L_t_1",55
"Caudate_R_t_1","Cerebelum_6_L_t_1",31
"Cerebelum_10_L_t_1","Cerebelum_6_L_t_1",27
"Cerebelum_10_R_t_1","Cerebelum_6_L_t_1",36
"Cerebelum_3_L_t_1","Cerebelum_6_L_t_1",58
"Cerebelum_3_R_t_1","Cerebelum_6_L_t_1",25
"Cerebelum_4_5_L_t_1","Cerebelum_6_L_t_1",77
"Cerebelum_4_5_R_t_1","Cerebelum_6_L_t_1",40
"Cerebelum_6_R_t_1","Cerebelum_6_L_t_1",47
"Cerebelum_7b_L_t_1","Cerebelum_6_L_t_1",16
"Cerebelum_7b_R_t_1","Cerebelum_6_L_t_1",25
"Cerebelum_8_L_t_1","Cerebelum_6_L_t_1",6
"Cerebelum_8_R_t_1","Cerebelum_6_L_t_1",28
"Cerebelum_9_L_t_1","Cerebelum_6_L_t_1",25
"Cerebelum_9_R_t_1","Cerebelum_6_L_t_1",24
"Cerebelum_Crus1_L_t_1","Cerebelum_6_L_t_1",6
"Cerebelum_Crus1_R_t_1","Cerebelum_6_L_t_1",27
"Cerebelum_Crus2_L_t_1","Cerebelum_6_L_t_1",14
"Cerebelum_Crus2_R_t_1","Cerebelum_6_L_t_1",23
"Cingulum_Ant_L_t_1","Cerebelum_6_L_t_1",54
"Cingulum_Ant_R_t_1","Cerebelum_6_L_t_1",55
"Cingulum_Mid_L_t_1","Cerebelum_6_L_t_1",60
"Cingulum_Mid_R_t_1","Cerebelum_6_L_t_1",52
"Cingulum_Post_L_t_1","Cerebelum_6_L_t_1",30
"Cingulum_Post_R_t_1","Cerebelum_6_L_t_1",29
"Cuneus_L_t_1","Cerebelum_6_L_t_1",42
"Cuneus_R_t_1","Cerebelum_6_L_t_1",53
"DVARS_t_1","Cerebelum_6_L_t_1",21
"Frontal_Inf_Oper_L_t_1","Cerebelum_6_L_t_1",43
"Frontal_Inf_Oper_R_t_1","Cerebelum_6_L_t_1",35
"Frontal_Inf_Orb_L_t_1","Cerebelum_6_L_t_1",47
"Frontal_Inf_Orb_R_t_1","Cerebelum_6_L_t_1",21
"Frontal_Inf_Tri_L_t_1","Cerebelum_6_L_t_1",37
"Frontal_Inf_Tri_R_t_1","Cerebelum_6_L_t_1",43
"Frontal_Med_Orb_L_t_1","Cerebelum_6_L_t_1",44
"Frontal_Med_Orb_R_t_1","Cerebelum_6_L_t_1",31
"Frontal_Mid_L_t_1","Cerebelum_6_L_t_1",33
"Frontal_Mid_Orb_L_t_1","Cerebelum_6_L_t_1",48
"Frontal_Mid_Orb_R_t_1","Cerebelum_6_L_t_1",34
"Frontal_Mid_R_t_1","Cerebelum_6_L_t_1",33
"Frontal_Sup_L_t_1","Cerebelum_6_L_t_1",38
"Frontal_Sup_Medial_L_t_1","Cerebelum_6_L_t_1",38
"Frontal_Sup_Medial_R_t_1","Cerebelum_6_L_t_1",42
"Frontal_Sup_Orb_L_t_1","Cerebelum_6_L_t_1",33
"Frontal_Sup_Orb_R_t_1","Cerebelum_6_L_t_1",31
"Frontal_Sup_R_t_1","Cerebelum_6_L_t_1",23
"Fusiform_L_t_1","Cerebelum_6_L_t_1",23
"Fusiform_R_t_1","Cerebelum_6_L_t_1",20
"Heschl_L_t_1","Cerebelum_6_L_t_1",45
"Heschl_R_t_1","Cerebelum_6_L_t_1",23
"Hippocampus_L_t_1","Cerebelum_6_L_t_1",30
"Hippocampus_R_t_1","Cerebelum_6_L_t_1",30
"Insula_L_t_1","Cerebelum_6_L_t_1",61
"Insula_R_t_1","Cerebelum_6_L_t_1",41
"Lingual_L_t_1","Cerebelum_6_L_t_1",70
"Lingual_R_t_1","Cerebelum_6_L_t_1",53
"Occipital_Inf_L_t_1","Cerebelum_6_L_t_1",39
"Occipital_Inf_R_t_1","Cerebelum_6_L_t_1",27
"Occipital_Mid_L_t_1","Cerebelum_6_L_t_1",33
"Occipital_Mid_R_t_1","Cerebelum_6_L_t_1",38
"Occipital_Sup_L_t_1","Cerebelum_6_L_t_1",48
"Occipital_Sup_R_t_1","Cerebelum_6_L_t_1",48
"Olfactory_L_t_1","Cerebelum_6_L_t_1",44
"Olfactory_R_t_1","Cerebelum_6_L_t_1",40
"Pallidum_L_t_1","Cerebelum_6_L_t_1",28
"Pallidum_R_t_1","Cerebelum_6_L_t_1",21
"Paracentral_Lobule_L_t_1","Cerebelum_6_L_t_1",27
"Paracentral_Lobule_R_t_1","Cerebelum_6_L_t_1",44
"ParaHippocampal_L_t_1","Cerebelum_6_L_t_1",38
"ParaHippocampal_R_t_1","Cerebelum_6_L_t_1",36
"Parietal_Inf_L_t_1","Cerebelum_6_L_t_1",58
"Parietal_Inf_R_t_1","Cerebelum_6_L_t_1",39
"Parietal_Sup_L_t_1","Cerebelum_6_L_t_1",53
"Parietal_Sup_R_t_1","Cerebelum_6_L_t_1",34
"Postcentral_L_t_1","Cerebelum_6_L_t_1",51
"Postcentral_R_t_1","Cerebelum_6_L_t_1",43
"Precentral_L_t_1","Cerebelum_6_L_t_1",42
"Precentral_R_t_1","Cerebelum_6_L_t_1",26
"Precuneus_L_t_1","Cerebelum_6_L_t_1",60
"Precuneus_R_t_1","Cerebelum_6_L_t_1",57
"Putamen_L_t_1","Cerebelum_6_L_t_1",38
"Putamen_R_t_1","Cerebelum_6_L_t_1",21
"Rectus_L_t_1","Cerebelum_6_L_t_1",33
"Rectus_R_t_1","Cerebelum_6_L_t_1",30
"Rolandic_Oper_L_t_1","Cerebelum_6_L_t_1",50
"Rolandic_Oper_R_t_1","Cerebelum_6_L_t_1",32
"Scan_no_t_1","Cerebelum_6_L_t_1",14
"Supp_Motor_Area_L_t_1","Cerebelum_6_L_t_1",36
"Supp_Motor_Area_R_t_1","Cerebelum_6_L_t_1",22
"SupraMarginal_L_t_1","Cerebelum_6_L_t_1",47
"SupraMarginal_R_t_1","Cerebelum_6_L_t_1",38
"Temporal_Inf_L_t_1","Cerebelum_6_L_t_1",29
"Temporal_Inf_R_t_1","Cerebelum_6_L_t_1",16
"Temporal_Mid_L_t_1","Cerebelum_6_L_t_1",35
"Temporal_Mid_R_t_1","Cerebelum_6_L_t_1",27
"Temporal_Pole_Mid_L_t_1","Cerebelum_6_L_t_1",29
"Temporal_Pole_Mid_R_t_1","Cerebelum_6_L_t_1",23
"Temporal_Pole_Sup_L_t_1","Cerebelum_6_L_t_1",36
"Temporal_Pole_Sup_R_t_1","Cerebelum_6_L_t_1",24
"Temporal_Sup_L_t_1","Cerebelum_6_L_t_1",44
"Temporal_Sup_R_t_1","Cerebelum_6_L_t_1",40
"Thalamus_L_t_1","Cerebelum_6_L_t_1",44
"Thalamus_R_t_1","Cerebelum_6_L_t_1",25
"Vermis_1_2_t_1","Cerebelum_6_L_t_1",26
"Vermis_10_t_1","Cerebelum_6_L_t_1",15
"Vermis_3_t_1","Cerebelum_6_L_t_1",43
"Vermis_4_5_t_1","Cerebelum_6_L_t_1",34
"Vermis_6_t_1","Cerebelum_6_L_t_1",25
"Vermis_7_t_1","Cerebelum_6_L_t_1",15
"Vermis_8_t_1","Cerebelum_6_L_t_1",31
"Vermis_9_t_1","Cerebelum_6_L_t_1",38
"Amygdala_L_t_0","Cerebelum_6_R_t_0",31
"Amygdala_L_t_1","Cerebelum_6_R_t_0",1
"Amygdala_R_t_0","Cerebelum_6_R_t_0",22
"Angular_L_t_0","Cerebelum_6_R_t_0",47
"Angular_R_t_0","Cerebelum_6_R_t_0",25
"Calcarine_L_t_0","Cerebelum_6_R_t_0",63
"Calcarine_R_t_0","Cerebelum_6_R_t_0",74
"Caudate_L_t_0","Cerebelum_6_R_t_0",47
"Caudate_R_t_0","Cerebelum_6_R_t_0",23
"Cerebelum_10_L_t_0","Cerebelum_6_R_t_0",26
"Cerebelum_10_R_t_0","Cerebelum_6_R_t_0",36
"Cerebelum_3_L_t_0","Cerebelum_6_R_t_0",41
"Cerebelum_3_R_t_0","Cerebelum_6_R_t_0",28
"Cerebelum_4_5_L_t_0","Cerebelum_6_R_t_0",55
"Cerebelum_4_5_L_t_1","Cerebelum_6_R_t_0",1
"Cerebelum_4_5_R_t_0","Cerebelum_6_R_t_0",49
"Cerebelum_4_5_R_t_1","Cerebelum_6_R_t_0",1
"Cerebelum_6_L_t_0","Cerebelum_6_R_t_0",51
"Cerebelum_6_R_t_1","Cerebelum_6_R_t_0",99
"Cerebelum_7b_L_t_0","Cerebelum_6_R_t_0",19
"Cerebelum_7b_R_t_0","Cerebelum_6_R_t_0",23
"Cerebelum_8_L_t_0","Cerebelum_6_R_t_0",13
"Cerebelum_8_L_t_1","Cerebelum_6_R_t_0",1
"Cerebelum_8_R_t_0","Cerebelum_6_R_t_0",26
"Cerebelum_9_L_t_0","Cerebelum_6_R_t_0",24
"Cerebelum_9_L_t_1","Cerebelum_6_R_t_0",1
"Cerebelum_9_R_t_0","Cerebelum_6_R_t_0",29
"Cerebelum_Crus1_L_t_0","Cerebelum_6_R_t_0",23
"Cerebelum_Crus1_L_t_1","Cerebelum_6_R_t_0",3
"Cerebelum_Crus1_R_t_0","Cerebelum_6_R_t_0",23
"Cerebelum_Crus1_R_t_1","Cerebelum_6_R_t_0",3
"Cerebelum_Crus2_L_t_0","Cerebelum_6_R_t_0",20
"Cerebelum_Crus2_R_t_0","Cerebelum_6_R_t_0",18
"Cingulum_Ant_L_t_0","Cerebelum_6_R_t_0",42
"Cingulum_Ant_R_t_0","Cerebelum_6_R_t_0",37
"Cingulum_Mid_L_t_0","Cerebelum_6_R_t_0",72
"Cingulum_Mid_R_t_0","Cerebelum_6_R_t_0",48
"Cingulum_Post_L_t_0","Cerebelum_6_R_t_0",36
"Cingulum_Post_R_t_0","Cerebelum_6_R_t_0",24
"Cuneus_L_t_0","Cerebelum_6_R_t_0",41
"Cuneus_R_t_0","Cerebelum_6_R_t_0",48
"DVARS_t_0","Cerebelum_6_R_t_0",69
"DVARS_t_1","Cerebelum_6_R_t_0",25
"Frontal_Inf_Oper_L_t_0","Cerebelum_6_R_t_0",32
"Frontal_Inf_Oper_R_t_0","Cerebelum_6_R_t_0",35
"Frontal_Inf_Orb_L_t_0","Cerebelum_6_R_t_0",41
"Frontal_Inf_Orb_R_t_0","Cerebelum_6_R_t_0",21
"Frontal_Inf_Tri_L_t_0","Cerebelum_6_R_t_0",42
"Frontal_Inf_Tri_R_t_0","Cerebelum_6_R_t_0",36
"Frontal_Med_Orb_L_t_0","Cerebelum_6_R_t_0",33
"Frontal_Med_Orb_R_t_0","Cerebelum_6_R_t_0",26
"Frontal_Med_Orb_R_t_1","Cerebelum_6_R_t_0",1
"Frontal_Mid_L_t_0","Cerebelum_6_R_t_0",24
"Frontal_Mid_Orb_L_t_0","Cerebelum_6_R_t_0",42
"Frontal_Mid_Orb_R_t_0","Cerebelum_6_R_t_0",38
"Frontal_Mid_R_t_0","Cerebelum_6_R_t_0",29
"Frontal_Sup_L_t_0","Cerebelum_6_R_t_0",27
"Frontal_Sup_Medial_L_t_0","Cerebelum_6_R_t_0",34
"Frontal_Sup_Medial_R_t_0","Cerebelum_6_R_t_0",36
"Frontal_Sup_Orb_L_t_0","Cerebelum_6_R_t_0",27
"Frontal_Sup_Orb_R_t_0","Cerebelum_6_R_t_0",32
"Frontal_Sup_R_t_0","Cerebelum_6_R_t_0",21
"Fusiform_L_t_0","Cerebelum_6_R_t_0",24
"Fusiform_R_t_0","Cerebelum_6_R_t_0",26
"Heschl_L_t_0","Cerebelum_6_R_t_0",25
"Heschl_R_t_0","Cerebelum_6_R_t_0",25
"Heschl_R_t_1","Cerebelum_6_R_t_0",1
"Hippocampus_L_t_0","Cerebelum_6_R_t_0",31
"Hippocampus_R_t_0","Cerebelum_6_R_t_0",29
"Insula_L_t_0","Cerebelum_6_R_t_0",43
"Insula_R_t_0","Cerebelum_6_R_t_0",36
"Lingual_L_t_0","Cerebelum_6_R_t_0",48
"Lingual_R_t_0","Cerebelum_6_R_t_0",72
"Occipital_Inf_L_t_0","Cerebelum_6_R_t_0",33
"Occipital_Inf_R_t_0","Cerebelum_6_R_t_0",42
"Occipital_Mid_L_t_0","Cerebelum_6_R_t_0",38
"Occipital_Mid_R_t_0","Cerebelum_6_R_t_0",41
"Occipital_Sup_L_t_0","Cerebelum_6_R_t_0",42
"Occipital_Sup_R_t_0","Cerebelum_6_R_t_0",38
"Olfactory_L_t_0","Cerebelum_6_R_t_0",37
"Olfactory_R_t_0","Cerebelum_6_R_t_0",38
"Pallidum_L_t_0","Cerebelum_6_R_t_0",27
"Pallidum_R_t_0","Cerebelum_6_R_t_0",14
"Paracentral_Lobule_L_t_0","Cerebelum_6_R_t_0",30
"Paracentral_Lobule_R_t_0","Cerebelum_6_R_t_0",52
"ParaHippocampal_L_t_0","Cerebelum_6_R_t_0",45
"ParaHippocampal_R_t_0","Cerebelum_6_R_t_0",32
"Parietal_Inf_L_t_0","Cerebelum_6_R_t_0",63
"Parietal_Inf_R_t_0","Cerebelum_6_R_t_0",36
"Parietal_Inf_R_t_1","Cerebelum_6_R_t_0",1
"Parietal_Sup_L_t_0","Cerebelum_6_R_t_0",52
"Parietal_Sup_R_t_0","Cerebelum_6_R_t_0",29
"Postcentral_L_t_0","Cerebelum_6_R_t_0",56
"Postcentral_R_t_0","Cerebelum_6_R_t_0",42
"Precentral_L_t_0","Cerebelum_6_R_t_0",44
"Precentral_R_t_0","Cerebelum_6_R_t_0",33
"Precuneus_L_t_0","Cerebelum_6_R_t_0",50
"Precuneus_R_t_0","Cerebelum_6_R_t_0",45
"Putamen_L_t_0","Cerebelum_6_R_t_0",26
"Putamen_R_t_0","Cerebelum_6_R_t_0",17
"Rectus_L_t_0","Cerebelum_6_R_t_0",29
"Rectus_R_t_0","Cerebelum_6_R_t_0",25
"Rolandic_Oper_L_t_0","Cerebelum_6_R_t_0",38
"Rolandic_Oper_R_t_0","Cerebelum_6_R_t_0",39
